State_No,County_No,Votes_For,Votes_Against,Total_Votes,Ballot_Type,Population,Per_Capita_Income,Medium_Family_Income,Size_of_County,Population_Density,Percent_White,Percent_Black,Percent_Other,Percent_Male,Percent_Female,No_of_Churches,No_of_Church_Members,Poverty_Level_Rate,Unemployment_Rate,Age_Less_than_18,Age_18_24,Age_24_44,Age_44_64,Age_Older_than_64,MSA,Percent_Minority
9,185,7050,3721,10771,2,98911,"$16,373 ","$22,948 ",909.40,108.77,.68,.09,.23,.481,.519,127,62074,23.70,5.70,28802,9944,29713,17183,13269,1,.32
9,186,335,123,458,2,6628,"$9,337 ","$13,920 ",3855.80,1.72,.18,.00,.82,.484,.516,14,494,37.60,21.00,2160,605,1642,1276,945,2,.82
9,187,664,477,1141,2,6822,"$12,798 ","$24,142 ",232.10,29.39,.92,.04,.03,.491,.509,21,3204,14.00,6.30,1720,496,1834,1536,1236,2,.08
9,188,9561,6189,15750,2,90403,"$18,474 ","$38,442 ",914.50,98.86,.90,.01,.08,.482,.518,48,23333,8.60,3.60,24906,9187,29885,17321,9104,1,.10
9,189,289,253,542,2,4410,"$12,593 ","$33,384 ",1175.40,3.75,.54,.03,.43,.507,.493,10,1739,14.00,3.60,1692,375,1379,616,348,2,.46
9,190,287,229,516,2,2425,"$12,751 ","$18,426 ",700.00,3.46,.76,.00,.24,.481,.519,11,1495,27.50,5.90,587,209,513,579,537,2,.24
9,191,803,873,1676,2,14120,"$13,082 ","$18,644 ",1050.20,13.45,.77,.20,.02,.470,.530,48,6605,23.50,9.10,3437,1129,3476,2998,3080,2,.23
9,192,906,328,1234,2,15557,"$10,721 ","$20,951 ",2636.10,5.90,.24,.02,.74,.515,.485,33,3728,30.10,10.20,5186,1534,4401,2760,1676,2,.76
9,193,769,484,1253,2,7827,"$17,957 ","$24,028 ",770.30,10.16,.52,.08,.40,.479,.521,32,3157,21.30,4.00,2153,642,2095,1635,1302,2,.48
9,194,174,156,330,2,1007,"$18,368 ","$34,726 ",924.10,1.09,.96,.00,.04,.488,.512,8,1045,4.80,1.90,308,48,309,230,112,2,.04
9,195,1288,844,2132,2,15444,"$11,941 ","$19,701 ",854.60,18.07,.60,.28,.12,.478,.522,35,6349,25.90,7.30,4442,1311,3953,2890,2848,2,.40
9,196,2093,1297,3390,2,27290,"$22,106 ","$46,888 ",128.80,211.88,.90,.03,.07,.497,.503,22,6588,7.90,4.50,8106,1983,9386,5543,2272,1,.10
9,197,1134,720,1854,2,11075,"$14,035 ","$21,545 ",1054.50,10.50,.73,.02,.25,.487,.513,46,5891,18.90,3.50,3054,795,2776,2145,2305,2,.27
9,198,2608,3791,6399,2,43826,"$15,211 ","$25,132 ",923.60,47.45,.75,.21,.04,.479,.521,94,20283,19.50,7.30,12291,3371,12283,8392,7489,2,.25
9,199,1060,772,1832,2,9663,"$13,926 ","$19,924 ",490.30,19.71,.87,.12,.01,.482,.518,36,3810,18.00,8.60,2039,612,1932,2567,2513,2,.13
9,200,698,616,1314,2,7969,"$12,294 ","$17,363 ",527.90,15.10,.70,.28,.02,.472,.528,24,3713,22.80,6.10,1975,580,1792,1781,1841,2,.30
9,201,1265,739,2004,2,16725,"$12,766 ","$22,553 ",570.70,29.31,.81,.16,.03,.501,.499,27,4089,22.80,5.10,4417,1192,4349,4091,2676,2,.19
9,202,3442,2178,5620,2,59546,"$12,974 ","$26,150 ",691.80,86.07,.47,.02,.52,.495,.505,92,13956,23.80,9.30,19276,5702,17189,11092,6287,1,.53
9,203,422,517,939,2,5223,"$15,045 ","$18,282 ",1134.50,4.60,.81,.00,.19,.488,.512,25,3125,26.20,6.50,1361,363,1244,1056,1199,2,.19
9,204,291,187,478,2,3036,"$11,897 ","$25,929 ",1310.70,2.32,.63,.01,.36,.484,.516,10,1211,19.20,5.10,996,175,848,562,455,2,.37
9,205,1198,1181,2379,2,18428,"$14,105 ","$28,084 ",902.60,20.42,.70,.05,.25,.511,.489,40,9170,17.90,4.90,5317,1541,5694,3375,2501,2,.30
9,206,334,249,583,2,3312,"$19,341 ","$23,568 ",914.00,3.62,.91,.01,.09,.486,.514,12,2243,15.80,2.90,912,174,904,659,663,2,.09
9,207,1699,1654,3353,2,22068,"$13,875 ","$20,707 ",794.20,27.79,.76,.22,.03,.475,.525,57,9854,23.30,8.70,5858,1816,5609,4576,4209,2,.24
9,208,345,259,604,2,2856,"$33,813 ","$31,714 ",923.10,3.09,.80,.00,.19,.498,.502,8,1630,10.30,3.00,836,206,778,626,410,2,.20
9,209,10279,11562,21841,2,153293,"$17,877 ","$28,983 ",928.50,165.10,.72,.21,.07,.481,.519,186,75779,17.60,6.60,41184,15235,46443,29148,21283,1,.28
9,210,569,343,912,2,5271,"$15,987 ","$31,040 ",187.20,28.16,.84,.00,.15,.506,.494,12,2218,14.50,5.70,1677,427,1603,905,659,2,.16
9,211,859,116,975,2,42873,"$5,720 ","$12,225 ",1223.10,35.05,.03,.00,.97,.492,.508,27,1129,49.90,38.50,16866,5184,11398,6420,3005,2,.97
9,212,879,570,1449,2,8640,"$15,110 ","$21,922 ",894.70,9.66,.88,.03,.09,.479,.521,26,4320,19.70,4.00,2358,557,2221,1772,1732,2,.12
9,213,154,131,285,2,1453,"$10,925 ","$29,620 ",923.40,1.57,.74,.00,.26,.488,.512,7,680,13.70,2.40,490,102,455,233,173,2,.26
9,214,229,167,396,2,1991,"$15,280 ","$22,553 ",918.70,2.17,.83,.05,.12,.484,.516,8,1239,15.40,4.70,519,122,509,436,405,2,.17
9,215,388,173,561,2,4302,"$14,757 ","$26,370 ",1453.90,2.96,.53,.00,.46,.484,.516,10,1247,17.30,6.20,1331,362,1314,843,452,2,.47
9,216,663,713,1376,2,7973,"$23,676 ","$24,610 ",900.50,8.85,.64,.04,.31,.492,.508,27,5033,24.80,3.40,2407,621,1972,1625,1348,2,.36
9,217,82060,47925,129985,2,1202163,"$19,823 ","$37,866 ",863.50,1392.20,.73,.12,.15,.495,.505,738,398547,13.70,6.80,330635,130960,437537,201749,101282,1,.27
9,218,8349,8563,16912,2,119098,"$16,295 ","$27,648 ",915.70,130.06,.77,.07,.16,.486,.514,151,58942,17.60,5.30,32855,15533,35888,19830,14992,1,.23
9,219,156,56,212,2,1372,"$16,760 ","$22,969 ",2357.90,.58,.47,.00,.53,.523,.477,7,504,20.50,3.10,405,72,381,316,198,2,.53
9,220,829,998,1827,2,13058,"$14,426 ","$26,425 ",889.90,14.67,.56,.04,.40,.485,.515,34,6130,24.10,4.80,4331,1054,3382,2448,1843,2,.44
9,221,238,198,436,2,1841,"$20,529 ","$22,981 ",912.40,2.02,.92,.00,.08,.482,.518,14,1839,14.00,1.70,442,108,462,413,416,2,.08
9,222,1418,1983,3401,2,24263,"$15,341 ","$23,841 ",410.60,59.09,.75,.14,.11,.487,.513,47,12200,20.10,8.40,7017,2319,6952,4259,3716,2,.25
9,223,8156,4656,12812,2,97939,"$16,179 ","$27,563 ",1522.20,64.34,.68,.04,.28,.485,.515,105,33348,17.20,4.90,26689,12140,29586,16773,12751,1,.32
9,224,62613,25087,87700,2,595674,"$19,539 ","$34,414 ",989.40,602.06,.64,.11,.24,.500,.500,339,141524,14.80,4.60,144842,92776,228179,85507,44370,1,.36
9,225,1263,681,1944,2,11478,"$12,987 ","$19,859 ",692.90,16.57,.83,.15,.03,.484,.516,34,4980,21.80,5.50,2706,775,2691,2701,2605,2,.17
9,226,1400,1460,2860,2,16920,"$13,483 ","$22,699 ",923.00,18.33,.86,.12,.01,.486,.514,57,9434,19.70,7.40,4275,1190,4037,4015,3403,2,.14
9,227,2338,2031,4369,2,31956,"$13,689 ","$24,827 ",587.70,54.37,.85,.13,.02,.485,.515,89,14570,19.10,7.40,8923,2851,8999,6606,4577,1,.15
9,228,464,280,744,2,4242,"$13,863 ","$28,708 ",1241.80,3.42,.59,.02,.38,.495,.505,18,2746,18.40,2.80,1504,332,1222,767,417,2,.41
9,229,1827,1148,2975,2,23438,"$12,856 ","$19,671 ",1556.60,15.06,.38,.00,.61,.482,.518,35,5688,32.70,11.20,7550,2564,6180,4197,2947,2,.62
9,230,1537,634,2171,2,39582,"$10,702 ","$20,929 ",3170.70,12.48,.26,.02,.72,.496,.504,31,5153,33.20,13.30,13090,4657,11007,6923,3905,2,.74
9,231,2942,2880,5822,2,38605,"$13,753 ","$24,191 ",848.80,45.48,.92,.04,.05,.488,.512,100,19659,17.50,6.70,9979,2819,10117,8743,6947,2,.08
9,232,4556,3461,8017,2,75584,"$17,916 ","$29,840 ",882.60,85.64,.58,.07,.35,.487,.513,73,20198,18.10,4.40,23016,6769,23757,13692,8350,1,.42
9,233,4840,2949,7789,2,51781,"$11,488 ","$27,830 ",787.50,65.75,.64,.25,.11,.596,.404,51,16985,21.20,3.40,9981,10385,18757,8153,4505,2,.36
9,234,1452,709,2161,2,23139,"$15,177 ","$26,132 ",513.60,45.05,.52,.36,.12,.491,.509,38,7000,22.80,4.90,6142,4148,6255,4025,2569,1,.48
9,235,934,744,1678,2,12812,"$14,071 ","$26,438 ",835.60,15.33,.59,.04,.38,.498,.502,31,5609,19.90,5.50,4250,1101,3687,2304,1470,2,.41
9,236,2508,1481,3989,2,26109,"$18,299 ","$27,914 ",609.30,42.85,.74,.21,.05,.485,.515,44,11514,16.20,2.70,6693,2847,7194,4800,4575,2,.26
9,237,3887,408,4295,2,140509,"$9,921 ","$20,549 ",3357.00,41.86,.06,.00,.94,.480,.520,60,4591,36.10,10.90,51453,17239,40205,20691,10921,1,.94
9,238,2745,1338,4083,2,39685,"$16,185 ","$27,035 ",1090.20,36.40,.58,.16,.26,.488,.512,60,11110,20.50,4.90,11932,3439,11275,7280,5759,2,.42
9,239,742,641,1383,2,5666,"$18,538 ","$23,409 ",914.30,6.20,.90,.03,.07,.475,.525,26,3981,17.60,4.30,1534,313,1401,1174,1244,2,.10
9,240,11344,6400,17744,2,121104,"$17,075 ","$27,994 ",627.70,192.93,.80,.09,.11,.490,.510,156,58913,16.90,6.90,32169,13889,36847,22189,16010,1,.20
9,241,1026,759,1785,2,14802,"$14,847 ","$24,279 ",971.10,15.24,.75,.09,.15,.494,.506,32,9667,17.90,5.60,3956,1245,4038,2786,2777,2,.25
9,242,1215,407,1622,2,17924,"$8,447 ","$16,856 ",596.70,30.04,.15,.01,.85,.483,.517,36,2965,41.00,17.70,6512,1750,4662,2951,2049,2,.85
9,243,12786,6058,18844,2,146875,"$16,869 ","$40,478 ",1124.40,130.63,.79,.05,.16,.492,.508,128,34472,9.60,3.40,46048,13438,54096,21961,11332,1,.21
9,244,1732,772,2504,2,23331,"$13,282 ","$28,290 ",807.20,28.90,.62,.01,.37,.498,.502,30,4035,17.10,4.20,7253,1980,6907,4264,2927,1,.38
9,245,588,447,1035,2,8589,"$12,910 ","$26,634 ",841.10,10.21,.60,.02,.38,.494,.506,22,4373,18.80,5.90,2868,651,2392,1575,1103,2,.40
9,246,2716,1916,4632,2,35315,"$14,491 ","$29,771 ",904.70,39.04,.90,.01,.09,.504,.496,80,12203,14.30,5.90,10131,2868,10816,7179,4321,2,.10
9,247,2524,2683,5207,2,29418,"$14,798 ","$23,339 ",650.30,45.24,.89,.08,.03,.481,.519,91,16333,17.80,6.40,7160,2078,7286,6675,6219,2,.11
9,248,535,531,1066,2,8696,"$13,990 ","$32,063 ",799.80,10.87,.61,.01,.38,.504,.496,19,4218,16.20,3.50,3055,681,2705,1483,772,2,.39
9,249,1794,1545,3339,2,17832,"$17,045 ","$24,750 ",922.40,19.33,.91,.02,.07,.480,.520,53,11559,16.70,5.60,4785,1172,4948,3630,3297,2,.09
9,250,539,177,716,2,9518,"$8,522 ","$17,640 ",996.80,9.55,.18,.00,.82,.491,.509,9,495,34.80,13.80,3311,907,2417,1487,1396,2,.82
9,251,582,168,750,2,12253,"$6,962 ","$13,284 ",1298.60,9.44,.08,.02,.90,.505,.495,18,1471,44.50,21.00,4373,1396,3276,1926,1282,2,.92
10,1,3337,6327,9664,1,28160,"$13,224 ","$22,529 ",584.00,48.22,.99,.00,.01,.483,.517,59,3768,20.30,12.70,8085,2405,7893,6068,3705,2,.01
10,2,14249,28669,42918,1,108396,"$19,793 ","$32,890 ",404.50,267.98,.85,.12,.02,.492,.508,135,27952,11.40,6.50,28937,10010,32768,21679,15128,1,.15
10,3,5900,13891,19791,1,51477,"$17,695 ","$33,934 ",424.40,121.29,.98,.01,.01,.500,.500,86,13083,8.40,5.70,13630,4947,14410,10756,7053,2,.02
10,4,17122,20702,37824,1,102367,"$18,418 ","$29,707 ",702.70,145.68,.94,.03,.02,.490,.510,128,18410,14.20,7.20,27588,8002,29784,21891,15150,1,.06
10,5,9133,13459,22592,1,61192,"$14,544 ","$26,020 ",506.80,120.74,.93,.03,.04,.485,.515,94,8706,20.10,5.80,12633,16632,16314,9955,5810,2,.07
10,6,6292,12960,19252,1,46957,"$20,945 ","$37,494 ",401.30,117.01,.99,.00,.01,.492,.508,64,11912,5.60,5.10,13295,3582,13988,9176,6909,1,.01
10,7,10363,17948,28311,1,69837,"$17,631 ","$26,337 ",537.30,129.98,.96,.04,.01,.487,.513,152,18151,15.70,6.40,16181,5444,21231,15844,13406,1,.04
10,8,5567,8836,14403,1,39399,"$17,167 ","$31,324 ",491.80,80.11,.98,.01,.00,.473,.527,70,7323,12.10,6.00,11179,3234,11823,8341,4816,1,.02
10,9,44324,72517,116841,1,323519,"$22,181 ","$40,866 ",467.30,692.32,.93,.05,.02,.494,.506,231,56489,8.00,4.10,83717,37687,102188,66029,34412,1,.07
10,10,3896,7469,11365,1,28457,"$16,755 ","$32,245 ",394.70,72.10,.99,.01,.01,.485,.515,47,5052,10.90,5.40,7635,2081,8561,6223,3951,1,.01
10,11,5321,9249,14570,1,37935,"$19,609 ","$37,297 ",428.60,88.51,.96,.03,.01,.493,.507,55,7735,8.00,5.80,9873,3222,11248,8876,4715,2,.04
10,12,21516,34020,55536,1,147177,"$20,857 ","$33,731 ",400.00,367.94,.89,.10,.01,.495,.505,168,33640,12.10,5.70,37064,13455,42440,32643,21157,1,.11
10,13,24614,38199,62813,1,169593,"$20,869 ","$40,689 ",452.10,375.12,.98,.01,.01,.481,.519,132,22278,7.10,4.50,48939,14763,57574,33725,14521,1,.02
10,14,4762,9243,14005,1,38669,"$21,173 ","$34,845 ",410.90,94.11,.97,.02,.01,.492,.508,63,9172,9.10,4.00,10477,3680,11734,7893,4903,2,.03
10,15,16458,25555,42013,1,111340,"$17,769 ","$30,139 ",532.50,209.09,.98,.01,.01,.488,.512,163,28543,14.00,6.20,28899,8483,32476,24319,17153,1,.02
10,16,4484,9348,13832,1,36077,"$17,886 ","$29,308 ",564.10,63.95,.98,.01,.01,.484,.516,69,9884,11.90,6.30,9578,2613,10457,8008,5411,2,.02
10,17,6192,12321,18513,1,47363,"$18,821 ","$30,307 ",402.30,117.73,.98,.01,.01,.485,.515,91,14790,10.50,6.30,12297,3739,13614,10563,7142,1,.02
10,18,7272,14874,22146,1,54380,"$20,254 ","$34,368 ",599.90,90.65,.98,.00,.01,.470,.530,91,13221,7.60,5.10,14639,4326,15603,11569,8237,2,.02
10,19,4781,10777,15558,1,40158,"$21,742 ","$38,608 ",411.20,97.66,.90,.02,.08,.486,.514,67,13341,6.90,4.30,11266,3564,12109,8381,4892,2,.10
10,20,12946,27316,40262,1,83208,"$28,760 ","$52,006 ",442.50,188.04,.96,.02,.01,.495,.505,70,10742,4.50,3.70,23422,7315,29091,19256,8064,1,.04
10,21,11200,21988,33188,1,78874,"$23,789 ","$36,248 ",254.50,309.92,.89,.09,.02,.496,.504,76,17138,9.50,5.30,20005,5949,23372,17672,11847,2,.11
10,22,16494,32850,49344,1,119294,"$21,866 ","$40,792 ",505.70,235.90,.98,.01,.01,.486,.514,121,22154,7.00,3.60,31600,10657,37419,26467,13126,1,.02
10,23,3040,6329,9369,1,28471,"$17,220 ","$30,316 ",406.60,70.02,.96,.03,.01,.498,.502,35,4769,12.50,5.50,7380,2307,8351,6267,4166,2,.04
10,24,5543,12067,17610,1,41074,"$21,841 ","$38,277 ",406.80,100.97,.93,.00,.06,.482,.518,65,13261,5.80,5.30,11895,3219,12650,8178,5130,1,.07
10,25,3040,8099,11139,1,32766,"$16,377 ","$27,426 ",468.80,69.89,.95,.03,.01,.491,.509,53,5452,18.90,8.90,8634,2935,9660,7317,4176,2,.05
10,26,13931,25020,38951,1,86050,"$28,749 ","$49,547 ",404.10,212.94,.98,.01,.01,.490,.510,106,8916,4.80,3.60,23243,6016,25670,19817,11244,1,.02
10,27,21656,37925,59581,1,146951,"$22,370 ","$43,080 ",414.90,354.18,.89,.08,.03,.495,.505,126,28476,7.60,3.90,36685,17332,44977,32069,15454,1,.11
10,28,4654,9228,13882,1,40508,"$15,799 ","$26,077 ",522.00,77.60,.97,.02,.01,.489,.511,89,8953,15.90,8.40,10782,3143,11861,8847,5850,2,.03
10,29,6828,18775,25603,1,68460,"$23,641 ","$37,557 ",531.40,128.83,.95,.01,.04,.473,.527,83,19547,7.10,3.50,18050,6130,21188,14085,8999,2,.05
10,30,3263,6974,10237,1,31582,"$16,597 ","$30,629 ",470.30,67.15,.98,.01,.01,.486,.514,74,8784,11.80,5.50,7988,4275,8651,6396,4254,2,.02
10,31,2537,4583,7120,1,16035,"$14,787 ","$24,444 ",403.60,39.73,.97,.03,.00,.492,.508,58,4797,15.90,7.70,3961,1150,4501,3583,2834,2,.03
10,32,3834,8779,12613,1,29851,"$20,725 ","$37,824 ",416.50,71.67,.94,.00,.06,.486,.514,61,13405,6.20,4.70,8463,2326,8704,6157,4187,2,.06
10,33,4937,9005,13942,1,39516,"$16,008 ","$27,201 ",553.30,71.42,.97,.02,.01,.493,.507,84,10264,12.90,6.70,10718,3171,11239,8650,5727,2,.03
10,34,3343,6048,9391,1,28470,"$16,283 ","$28,865 ",422.80,67.34,.98,.01,.01,.487,.513,62,4747,13.00,7.00,7430,2370,8328,6686,3650,2,.02
10,35,2053,6925,8978,1,36786,"$15,436 ","$31,786 ",423.00,86.96,.99,.00,.01,.502,.498,130,7202,10.60,3.70,12999,3287,9941,6598,3952,2,.01
10,36,7263,13039,20302,1,59465,"$19,924 ","$33,863 ",493.10,120.59,.96,.01,.03,.493,.507,77,10668,9.20,9.40,17073,5062,18004,12061,7248,2,.04
10,37,3644,7695,11339,1,32275,"$15,657 ","$25,050 ",420.30,76.79,.98,.01,.01,.488,.512,68,6731,17.50,7.80,8807,2630,9545,6927,4361,2,.02
10,38,14053,17583,31636,1,76982,"$18,030 ","$27,538 ",409.60,187.94,.93,.06,.01,.480,.520,146,16841,15.50,6.60,17587,6088,21066,17998,14291,1,.07
10,39,5577,13809,19386,1,51728,"$18,811 ","$31,973 ",527.20,98.12,.98,.01,.01,.474,.526,91,12235,9.90,5.30,12774,5829,14772,11169,7306,2,.02
10,40,31372,42340,73712,1,223239,"$25,026 ","$40,364 ",228.20,978.26,.96,.02,.02,.485,.515,117,25885,5.70,4.40,54137,17911,72532,50291,30787,1,.04
10,41,7502,14061,21563,1,64090,"$15,550 ","$24,818 ",455.40,140.73,.97,.03,.00,.485,.515,91,9407,19.90,6.70,16972,5411,18160,14769,8771,2,.03
10,42,19201,36567,55768,1,133793,"$21,848 ","$37,803 ",686.50,194.89,.97,.02,.01,.478,.522,157,28789,9.50,3.80,33267,11730,39668,29174,15483,1,.03
10,43,5904,10798,16702,1,45396,"$21,044 ","$35,059 ",458.50,99.01,.96,.02,.01,.486,.514,70,11245,9.60,4.30,12458,3759,13324,9617,6233,2,.04
10,44,47595,55776,103371,1,281173,"$21,763 ","$38,512 ",492.60,570.79,.84,.09,.07,.488,.512,228,46000,10.40,6.40,75393,25726,87563,57684,34579,1,.16
10,45,57363,84080,141443,1,451620,"$23,770 ","$33,695 ",340.40,1326.73,.79,.16,.05,.490,.510,305,94403,14.40,5.10,118606,45494,139429,87811,60537,1,.21
10,46,4520,8147,12667,1,41055,"$17,953 ","$36,806 ",465.20,88.25,.90,.09,.01,.478,.522,58,9828,8.50,3.10,9742,3962,14862,8152,4281,1,.10
10,47,58128,59652,117780,1,259407,"$20,938 ","$28,831 ",415.30,624.63,.81,.16,.03,.552,.448,251,57062,15.30,6.60,62492,20813,73366,55822,47016,1,.19
10,48,8127,16034,24161,1,65339,"$19,364 ","$32,331 ",403.90,161.77,.92,.06,.02,.473,.527,80,16766,12.00,6.40,16936,5574,22336,13942,8702,2,.08
10,49,21837,35325,57162,1,138854,"$24,092 ","$48,050 ",421.60,329.35,.98,.01,.02,.502,.498,112,20385,4.20,4.40,38236,10546,45265,30139,14644,1,.02
10,50,2916,6148,9064,1,23938,"$14,020 ","$23,558 ",429.50,55.73,.99,.01,.01,.492,.508,76,5005,21.40,11.10,6359,1877,6863,5390,3440,2,.01
10,51,5307,11207,16514,1,40850,"$20,796 ","$35,949 ",463.30,88.17,.99,.00,.01,.487,.513,70,6981,6.10,7.70,12361,3156,11697,7804,5831,2,.01
10,52,13744,25024,38768,1,96974,"$22,875 ","$38,615 ",407.00,238.27,.96,.02,.01,.500,.500,112,22765,7.20,4.20,25323,7735,29300,22119,12493,1,.04
10,53,1947,4259,6206,1,15315,"$15,796 ","$25,926 ",455.60,33.62,.99,.00,.00,.487,.513,78,6333,17.40,11.10,3821,1133,4223,3643,2491,2,.01
10,54,1682,4158,5840,1,14568,"$15,094 ","$26,458 ",417.70,34.88,.95,.04,.01,.478,.522,42,4617,15.70,14.80,4100,1051,4054,3135,2223,2,.05
10,55,4254,7691,11945,1,30477,"$15,796 ","$33,985 ",405.50,75.16,.99,.00,.01,.487,.513,51,5605,10.40,7.00,8691,2458,9229,6794,3304,2,.01
10,56,9391,20479,29870,1,84260,"$18,797 ","$29,079 ",664.60,126.78,.94,.05,.01,.499,.501,133,21441,14.20,8.00,22164,7782,24578,18037,11764,2,.06
10,57,1690,3416,5106,1,12069,"$14,426 ","$27,190 ",399.00,30.25,.99,.00,.00,.478,.522,40,2533,14.50,7.60,3469,875,3436,2588,1697,2,.01
10,58,6796,11997,18793,1,40504,"$23,645 ","$37,500 ",255.10,158.78,.95,.01,.05,.490,.510,57,12032,6.80,6.80,9716,2872,11875,9339,6707,2,.05
10,59,2771,5649,8420,1,20208,"$18,095 ","$34,426 ",416.30,48.54,.95,.01,.04,.491,.509,42,4937,7.60,4.20,5902,1658,5957,4148,2540,2,.05
10,60,4161,7824,11985,1,33852,"$14,240 ","$26,899 ",410.00,82.57,.99,.00,.01,.493,.507,69,5974,16.00,8.90,9737,2859,10126,6946,4181,2,.01
10,61,5274,11151,16425,1,52697,"$16,993 ","$35,040 ",502.20,104.93,.92,.07,.01,.490,.510,55,10384,11.00,3.90,12258,5036,18295,11323,5513,1,.08
10,62,3411,6642,10053,1,27026,"$15,330 ","$26,814 ",441.50,61.21,.98,.01,.01,.555,.445,38,3988,19.50,9.20,7683,2284,7800,5727,3526,2,.02
10,63,23200,33431,56631,1,149630,"$20,394 ","$37,825 ",492.40,303.88,.95,.03,.02,.490,.510,95,15751,8.90,4.40,36406,22019,45599,29688,15937,1,.05
10,64,6744,10097,16841,1,42591,"$18,992 ","$34,682 ",424.80,100.26,.99,.00,.01,.489,.511,68,10525,8.00,4.70,11454,3361,12940,9375,5458,2,.01
10,65,5228,10178,15406,1,35098,"$20,338 ","$39,454 ",483.90,72.53,.95,.00,.05,.495,.505,55,4703,5.70,4.80,10900,2879,10228,6576,4506,2,.05
10,66,17559,31195,48754,1,127917,"$20,051 ","$32,161 ",497.00,257.38,.89,.09,.02,.498,.502,147,28832,11.40,6.00,32577,11513,38927,28958,17789,1,.11
10,67,7967,16508,24475,1,74412,"$17,233 ","$30,750 ",688.50,108.08,.92,.07,.01,.496,.504,84,13543,15.10,6.10,18146,6264,24580,16091,9067,2,.08
10,68,8455,16266,24721,1,62658,"$20,129 ","$34,839 ",409.20,153.12,.90,.03,.07,.527,.473,75,14595,8.90,6.20,17224,5098,18808,12761,8760,2,.10
10,69,10640,17952,28592,1,80878,"$15,986 ","$24,219 ",612.30,132.09,.96,.03,.01,.491,.509,135,14254,21.40,10.00,21717,6683,22842,17777,12054,2,.04
10,70,7865,14998,22863,1,60215,"$19,086 ","$32,112 ",550.60,109.36,.94,.02,.04,.480,.520,93,14297,9.90,5.90,16809,5620,17498,11815,8441,2,.06
10,71,6052,11861,17913,1,46911,"$21,773 ","$38,431 ",409.30,114.61,.97,.02,.02,.488,.512,57,10018,7.20,4.30,13762,3869,14312,9333,5638,2,.03
10,72,54326,98540,152866,1,374303,"$22,042 ","$34,522 ",576.20,649.61,.91,.08,.02,.499,.501,339,84569,10.80,5.40,91991,31392,112705,81393,56932,1,.09
10,73,51545,48172,99717,1,226780,"$21,962 ","$34,487 ",615.80,368.27,.91,.08,.01,.479,.521,200,40938,11.20,6.20,55440,18630,67097,51450,35491,1,.09
10,74,11690,21781,33471,1,87764,"$18,767 ","$30,564 ",567.60,154.62,.98,.01,.01,.480,.520,164,27498,10.60,5.50,22611,6441,26157,19208,13334,2,.02
10,75,4841,9964,14805,1,37434,"$20,403 ","$41,171 ",436.70,85.72,.95,.04,.01,.480,.520,42,8377,6.20,4.20,9983,3159,12974,7856,3711,2,.05
10,76,4101,8366,12467,1,30300,"$19,337 ","$34,249 ",410.10,73.88,.97,.01,.02,.470,.530,53,8701,6.00,4.80,8205,2273,9021,6210,4594,2,.03
10,77,1477,3083,4560,1,12082,"$13,945 ","$24,530 ",414.10,29.18,1.00,.00,.00,.489,.511,32,1581,19.10,11.20,3363,1022,3525,2643,1527,2,.00
10,78,18619,34212,52831,1,135034,"$23,683 ","$48,049 ",399.90,337.67,.96,.02,.01,.495,.505,115,22622,5.40,3.80,35254,10657,47032,28942,12977,1,.04
10,79,7516,17059,24575,1,63782,"$18,933 ","$31,127 ",635.20,100.41,.98,.01,.01,.507,.493,129,16821,12.30,6.50,15946,5530,18921,14298,9062,1,.02
10,80,10450,28826,39276,1,108536,"$20,302 ","$35,938 ",555.40,195.42,.97,.02,.01,.484,.516,194,31121,8.90,4.30,30161,9908,33002,22198,13276,2,.03
10,81,4140,11092,15232,1,37901,"$21,493 ","$35,021 ",421.80,89.86,.97,.00,.03,.491,.509,65,11056,6.50,5.00,10489,2896,11430,7755,5327,2,.03
10,82,16394,30693,47087,1,117474,"$22,635 ","$39,449 ",617.40,190.27,.95,.01,.04,.491,.509,138,24345,7.40,3.70,28392,19156,34958,21615,12997,1,.05
10,83,2726,6615,9341,1,22713,"$19,114 ","$32,668 ",405.60,56.00,.99,.00,.01,.482,.518,47,7054,6.60,4.80,6118,1737,6558,4922,3380,2,.01
11,1,757,951,1708,2,3021,"$16,312 ","$22,983 ",708.20,4.27,.99,.00,.01,.506,.494,14,1244,12.90,3.20,884,143,726,616,652,2,.01
11,2,3255,5663,8918,2,17961,"$17,542 ","$28,328 ",1259.40,14.26,.98,.00,.02,.485,.515,45,7494,12.50,2.90,4836,1244,5048,3508,3325,2,.02
11,3,300,868,1168,2,3077,"$11,976 ","$20,003 ",1185.40,2.60,.53,.00,.47,.489,.511,13,458,33.40,5.00,1141,236,792,529,379,2,.47
11,4,1294,2044,3338,2,7438,"$14,808 ","$24,310 ",563.40,13.20,.97,.00,.03,.510,.490,26,2988,12.50,2.50,1802,573,2137,1352,1574,2,.03
11,5,5188,6473,11661,2,25473,"$15,616 ","$29,117 ",794.50,32.06,.97,.00,.02,.512,.488,44,9106,12.90,1.80,5999,6032,6813,3645,2984,2,.03
11,6,7218,10461,17679,2,35624,"$19,093 ","$29,465 ",1712.80,20.80,.96,.00,.04,.480,.520,67,14375,11.80,2.50,9295,3961,10410,6457,5501,2,.04
