State_No,County_No,Votes_For,Votes_Against,Total_Votes,Ballot_Type,Population,Per_Capita_Income,Medium_Family_Income,Size_of_County,Population_Density,Percent_White,Percent_Black,Percent_Other,Percent_Male,Percent_Female,No_of_Churches,No_of_Church_Members,Poverty_Level_Rate,Unemployment_Rate,Age_Less_than_18,Age_18_24,Age_24_44,Age_44_64,Age_Older_than_64,MSA,Percent_Minority
11,7,922,1688,2610,2,5620,"$14,326 ","$27,354 ",819.00,6.86,.93,.00,.07,.501,.499,18,1930,17.40,3.20,1844,315,1482,1043,936,2,.07
11,8,173,310,483,2,1792,"$9,155 ","$17,180 ",470.60,3.81,.23,.00,.77,.528,.472,6,111,28.90,9.20,811,166,432,262,121,2,.77
11,9,1020,2648,3668,2,8372,"$12,727 ","$24,954 ",2248.60,3.72,.95,.00,.05,.499,.501,17,1593,15.40,4.50,2505,525,2428,1636,1278,2,.05
11,10,539,491,1030,2,1923,"$16,552 ","$23,059 ",735.80,2.61,.98,.01,.01,.505,.495,12,1059,12.90,2.40,466,82,465,447,463,2,.02
11,11,1407,2538,3945,2,9277,"$15,690 ","$22,410 ",1098.30,8.45,.77,.00,.23,.492,.508,37,2630,23.10,3.80,3043,549,2240,1800,1645,2,.23
11,12,859,1490,2349,2,4376,"$16,191 ","$23,353 ",958.00,4.57,.99,.00,.01,.504,.496,28,2299,14.80,4.50,1246,202,1066,905,957,2,.01
11,13,1968,3915,5883,2,15238,"$12,550 ","$25,608 ",411.60,37.02,.94,.00,.05,.489,.511,27,3560,20.50,1.20,2714,6314,3164,1699,1347,2,.06
11,14,3370,7208,10578,2,23305,"$17,768 ","$29,450 ",687.80,33.88,.98,.00,.02,.487,.513,41,8342,10.90,3.60,6806,1971,6764,4056,3708,2,.02
11,15,380,828,1208,2,4224,"$10,146 ","$18,692 ",2473.10,1.71,.50,.00,.50,.508,.492,30,1515,34.50,23.00,1614,280,976,772,582,2,.50
11,16,1050,2260,3310,2,6348,"$15,901 ","$27,700 ",1557.80,4.07,.96,.00,.04,.503,.497,15,1264,12.40,3.30,1790,316,1906,1412,924,2,.04
11,17,2878,5045,7923,2,18511,"$17,369 ","$27,225 ",435.50,42.51,.98,.00,.02,.479,.521,33,5816,13.70,2.90,5236,1671,5218,3300,3086,2,.02
11,18,1452,2141,3593,2,6830,"$14,888 ","$22,890 ",1028.60,6.64,.93,.00,.07,.493,.507,35,3346,18.50,4.20,1870,362,1640,1371,1587,2,.07
11,19,1056,1342,2398,2,4491,"$14,501 ","$22,691 ",623.60,7.20,.99,.00,.01,.516,.484,20,2718,13.60,4.00,1203,232,1102,1009,945,2,.01
11,20,504,1332,1836,2,5525,"$9,887 ","$19,703 ",2302.80,2.40,.32,.00,.68,.487,.513,35,1588,32.00,12.10,2317,451,1463,861,433,2,.68
11,21,1133,887,2020,2,3656,"$15,325 ","$24,118 ",433.60,8.43,.99,.00,.01,.491,.509,18,2406,13.90,2.40,1104,183,837,733,799,2,.01
11,22,921,1269,2190,2,4300,"$17,446 ","$26,763 ",1145.70,3.75,.99,.00,.01,.497,.503,23,1744,11.90,1.90,1148,201,997,950,1004,2,.01
11,23,1015,2709,3724,2,6953,"$15,642 ","$24,606 ",1739.90,4.00,.91,.00,.08,.519,.481,29,1657,16.40,3.70,1690,307,1850,1655,1451,2,.09
11,24,557,857,1414,2,2693,"$16,932 ","$25,124 ",1000.20,2.69,1.00,.00,.00,.500,.500,22,1100,11.10,1.80,725,131,629,650,558,2,.00
11,25,1544,2552,4096,2,8402,"$16,249 ","$29,116 ",682.50,12.31,.99,.00,.01,.498,.502,24,3663,11.10,5.80,2499,458,2366,1534,1545,2,.01
11,26,706,1782,2488,2,5251,"$14,961 ","$21,472 ",1016.00,5.17,.94,.00,.06,.485,.515,29,2211,19.20,3.10,1514,219,1285,1028,1205,2,.06
11,27,470,820,1290,2,2563,"$17,322 ","$29,160 ",1813.10,1.41,.98,.00,.02,.487,.513,18,760,11.10,3.60,908,130,724,416,385,2,.02
11,28,1169,1498,2667,2,5022,"$14,393 ","$26,557 ",511.20,9.82,.99,.00,.01,.493,.507,22,2386,12.60,4.00,1465,283,1192,959,1123,2,.01
11,29,1044,1490,2534,2,4259,"$15,655 ","$26,454 ",1436.70,2.96,.99,.00,.01,.493,.507,13,990,12.90,3.00,1191,210,1045,950,863,2,.01
11,30,558,850,1408,2,2935,"$12,626 ","$26,225 ",434.70,6.75,1.00,.00,.00,.503,.497,13,868,11.20,2.30,920,177,740,616,482,2,.00
11,31,237,632,869,2,1601,"$13,613 ","$27,614 ",2670.60,.60,.98,.00,.02,.503,.497,12,368,11.50,4.50,530,90,478,277,226,2,.02
11,32,2418,5652,8070,2,15202,"$18,589 ","$33,996 ",741.00,20.52,.92,.00,.08,.476,.524,34,5827,10.70,2.60,4574,940,4969,2838,1881,2,.08
11,33,1858,2193,4051,2,8117,"$16,411 ","$24,523 ",813.00,9.98,.99,.00,.01,.494,.506,34,5198,12.80,2.60,2062,389,1858,1728,2080,2,.01
11,34,369,557,926,2,1669,"$14,868 ","$25,265 ",861.10,1.94,.96,.00,.04,.478,.522,7,590,14.50,2.10,440,62,414,340,413,2,.04
11,35,409,733,1142,2,2835,"$10,483 ","$21,587 ",1869.30,1.52,.56,.00,.44,.499,.501,11,395,31.00,4.00,1054,210,725,514,332,2,.44
11,36,645,805,1450,2,2400,"$18,385 ","$25,198 ",530.30,4.53,.99,.00,.01,.494,.506,11,1189,13.50,2.20,628,110,565,509,588,2,.01
11,37,294,469,763,2,1271,"$18,602 ","$28,181 ",970.60,1.31,.99,.00,.01,.518,.482,9,548,10.30,4.10,363,70,349,276,213,2,.01
11,38,1389,1673,3062,2,5876,"$17,021 ","$25,570 ",838.40,7.01,1.00,.00,.00,.486,.514,30,3528,11.60,4.40,1557,268,1445,1205,1401,2,.00
11,39,2296,3169,5465,2,10639,"$17,171 ","$29,035 ",563.30,18.89,.99,.00,.01,.487,.513,24,4165,12.00,2.80,2694,1517,2774,1729,1925,2,.01
11,40,2517,6954,9471,2,21361,"$16,450 ","$29,375 ",800.10,26.70,.95,.00,.05,.493,.507,36,4688,11.20,2.90,5888,2375,6414,3693,2991,2,.05
11,41,3621,4169,7790,2,15860,"$19,051 ","$36,051 ",578.10,27.43,.99,.00,.01,.498,.502,28,5101,6.90,2.20,4949,955,4977,2777,2202,1,.01
11,42,457,1015,1472,2,3670,"$14,474 ","$26,564 ",1640.10,2.24,.69,.00,.31,.507,.493,16,867,21.70,3.60,1268,250,981,710,461,2,.31
11,43,1011,1223,2234,2,5601,"$15,998 ","$26,708 ",574.60,9.75,.99,.00,.01,.492,.508,26,2572,11.90,3.50,1565,290,1361,1088,1297,2,.01
11,44,1306,1578,2884,2,3076,"$16,335 ","$21,615 ",1137.00,2.71,1.00,.00,.00,.485,.515,16,2160,13.20,2.00,719,125,673,751,808,2,.00
11,45,669,986,1655,2,4756,"$18,298 ","$25,159 ",838.90,5.67,.94,.00,.06,.500,.500,25,2640,14.20,3.10,1284,251,1167,1010,1044,2,.06
11,46,2799,7073,9872,2,23231,"$15,104 ","$30,080 ",3470.80,6.69,.93,.03,.05,.518,.482,41,3326,10.50,3.70,7594,2087,7729,3513,2308,2,.07
11,47,303,544,847,2,2111,"$11,045 ","$19,563 ",1306.60,1.62,.51,.00,.49,.502,.498,14,460,33.40,5.80,783,152,534,369,273,2,.49
11,48,656,882,1538,2,3134,"$17,355 ","$22,937 ",570.40,5.49,1.00,.00,.00,.501,.499,15,1204,17.00,4.50,866,162,736,615,755,2,.00
11,49,27154,35660,62814,2,132520,"$20,678 ","$34,398 ",809.20,163.77,.97,.01,.03,.482,.518,141,42316,9.20,2.40,35639,14508,44914,22477,14982,1,.03
11,50,1225,1853,3078,2,6697,"$16,896 ","$29,113 ",519.70,12.89,.91,.00,.09,.504,.496,20,2452,12.30,5.60,2106,408,1811,1221,1151,2,.09
11,51,10808,26450,37258,2,84660,"$17,633 ","$30,555 ",2776.40,30.49,.88,.02,.11,.496,.504,90,19917,14.80,3.20,25121,8837,27794,14280,8628,1,.12
11,52,673,1278,1951,2,3769,"$16,841 ","$25,117 ",2871.80,1.31,.98,.00,.02,.501,.499,26,1752,12.50,2.40,978,166,1036,769,820,2,.02
11,53,550,1192,1742,2,3093,"$18,641 ","$27,993 ",866.50,3.57,.99,.00,.01,.489,.511,13,969,12.00,4.10,844,137,755,651,706,2,.01
11,54,1373,2669,4042,2,9655,"$13,749 ","$21,830 ",1101.30,8.77,.76,.00,.24,.502,.498,41,4451,23.50,5.30,2991,631,2340,1908,1785,2,.24
11,55,525,1041,1566,2,2786,"$16,226 ","$25,111 ",569.00,4.90,.99,.00,.01,.511,.489,14,802,14.30,2.60,804,141,714,581,546,2,.01
11,56,495,1088,1583,2,10531,"$7,001 ","$13,651 ",2094.00,5.03,.05,.00,.95,.502,.498,41,1279,49.90,14.60,4966,1166,2489,1382,528,2,.95
11,57,1451,2599,4050,2,7870,"$19,109 ","$25,578 ",1504.00,5.23,.99,.00,.01,.486,.514,34,3012,14.80,2.90,2147,483,2166,1606,1468,2,.01
11,58,393,983,1376,2,2478,"$14,019 ","$30,059 ",1443.40,1.72,.93,.00,.07,.501,.499,4,189,11.00,3.50,794,166,724,525,269,2,.07
11,59,343,653,996,2,1546,"$26,486 ","$31,497 ",1007.00,1.54,.99,.00,.01,.511,.489,7,617,8.40,3.30,436,95,430,355,230,2,.01
11,60,483,1107,1590,2,8644,"$7,083 ","$16,497 ",1388.20,6.23,.17,.00,.83,.496,.504,21,568,44.50,8.40,4039,832,2192,1092,489,2,.83
11,61,995,2311,3306,2,6896,"$15,321 ","$24,616 ",1613.60,4.27,.90,.00,.10,.498,.502,26,1933,19.90,2.90,2116,421,1808,1353,1198,2,.10
11,62,1999,2233,4232,2,8546,"$17,614 ","$26,622 ",616.90,13.85,.99,.00,.01,.489,.511,43,5542,12.10,2.90,2305,410,2179,1726,1926,2,.01
11,63,1692,3205,4897,2,10434,"$19,958 ","$29,271 ",460.40,22.66,.98,.00,.01,.495,.505,26,3759,11.30,4.10,3069,658,2986,1982,1739,2,.02
11,64,974,1867,2841,2,5804,"$16,699 ","$25,025 ",707.80,8.20,.91,.00,.09,.481,.519,24,3060,17.30,2.90,1537,314,1440,1334,1179,2,.09
11,65,2989,6188,9177,2,20127,"$17,352 ","$27,877 ",521.60,38.59,.96,.01,.03,.492,.508,32,5378,12.60,1.90,5305,2009,6122,3759,2932,2,.04
11,66,215,513,728,2,2122,"$9,142 ","$18,948 ",1962.50,1.08,.35,.00,.65,.499,.501,15,327,41.70,6.10,933,154,525,345,165,2,.65
12,1,265,774,1039,1,3039,"$14,904 ","$22,983 ",708.20,4.29,.99,.00,.01,.508,.492,14,1244,12.90,4.00,885,147,730,632,645,2,.01
12,2,2360,2753,5113,1,17937,"$18,832 ","$28,328 ",1259.40,14.24,.98,.00,.02,.488,.512,45,7494,12.50,3.00,4793,1259,5004,3549,3332,2,.02
12,3,225,234,459,1,3160,"$13,685 ","$20,003 ",1185.40,2.67,.53,.00,.47,.486,.514,13,458,33.40,5.30,1173,240,811,557,379,2,.47
13,1,821,886,1707,1,3088,"$13,892 ","$23,483 ",708.20,4.36,.99,.00,.01,.508,.492,14,1244,13.90,4.00,871,147,722,642,652,2,.01
13,2,4556,3789,8345,1,18117,"$19,102 ","$29,700 ",1259.40,14.39,.98,.00,.02,.488,.512,45,7494,10.80,2.70,4768,1279,5018,3653,3347,2,.02
13,3,812,416,1228,1,3338,"$13,235 ","$21,458 ",1185.40,2.82,.53,.00,.47,.490,.510,13,458,36.20,5.20,1240,257,839,588,376,2,.47
13,4,1826,1576,3402,1,7546,"$13,991 ","$25,368 ",563.40,13.39,.96,.00,.04,.510,.490,26,2988,13.90,2.50,1791,581,2127,1405,1543,2,.04
13,5,4941,5541,10482,1,26322,"$17,488 ","$31,240 ",794.50,33.13,.97,.00,.02,.511,.489,44,9106,11.70,1.90,6051,6309,6932,3914,3050,2,.03
13,6,7263,9016,16279,1,35807,"$21,115 ","$32,883 ",1712.80,20.91,.96,.00,.04,.480,.520,67,14375,10.10,2.30,9129,4123,10297,6718,5580,2,.04
13,7,1267,1242,2509,1,5549,"$15,538 ","$29,321 ",819.00,6.78,.93,.00,.07,.500,.500,18,1930,14.00,3.80,1809,321,1454,1070,943,2,.07
13,8,232,232,464,1,1822,"$10,470 ","$18,377 ",470.60,3.87,.24,.00,.76,.524,.476,6,111,40.80,11.80,816,161,415,262,123,2,.76
13,9,2204,1213,3417,1,8961,"$14,393 ","$27,422 ",2248.60,3.99,.95,.00,.05,.498,.502,17,1593,16.50,4.10,2628,573,2578,1825,1305,2,.05
13,10,481,607,1088,1,1899,"$14,314 ","$21,419 ",735.80,2.58,.96,.02,.02,.502,.498,12,1059,14.80,3.60,441,83,437,443,473,2,.04
13,11,2183,1604,3787,1,9418,"$16,250 ","$24,363 ",1098.30,8.58,.77,.00,.23,.490,.510,37,2630,23.40,3.90,3028,556,2218,1869,1641,2,.23
13,12,1176,1049,2225,1,4382,"$14,996 ","$24,129 ",958.00,4.57,.99,.00,.01,.503,.497,28,2299,14.20,4.00,1225,210,1056,934,939,2,.01
13,13,3381,1898,5279,1,15560,"$13,416 ","$27,470 ",411.60,37.80,.94,.01,.05,.489,.511,27,3560,20.20,1.30,2759,6324,3234,1838,1355,2,.06
13,14,5561,5203,10764,1,24817,"$20,050 ","$32,247 ",687.80,36.08,.98,.00,.02,.488,.512,41,8342,10.80,3.50,7083,2144,7098,4473,3729,2,.02
13,15,873,377,1250,1,4245,"$9,755 ","$19,279 ",2473.10,1.72,.52,.00,.48,.504,.496,30,1515,37.30,9.00,1610,278,945,786,624,2,.48
13,16,1902,1361,3263,1,6739,"$17,483 ","$30,112 ",1557.80,4.33,.96,.00,.04,.503,.497,15,1264,12.10,5.50,1828,339,1979,1529,989,2,.04
13,17,4330,3513,7843,1,18673,"$19,283 ","$30,494 ",435.50,42.88,.98,.00,.02,.479,.521,33,5816,13.40,2.50,5153,1712,5188,3454,3109,2,.02
13,18,1815,1745,3560,1,6684,"$16,052 ","$23,890 ",1028.60,6.50,.93,.00,.07,.495,.505,35,3346,19.10,4.60,1840,373,1620,1412,1517,2,.07
13,19,1038,1276,2314,1,4494,"$16,152 ","$25,054 ",623.60,7.21,.99,.00,.01,.515,.485,20,2718,14.00,3.70,1180,238,1094,1041,940,2,.01
13,20,1314,609,1923,1,5736,"$11,215 ","$20,404 ",2302.80,2.49,.32,.00,.68,.485,.515,35,1588,32.20,13.30,2391,461,1471,908,433,2,.68
13,21,683,1243,1926,1,3574,"$14,032 ","$25,940 ",433.60,8.24,.99,.00,.01,.491,.509,18,2406,14.90,2.80,1056,184,812,741,804,2,.01
13,22,1179,1204,2383,1,4362,"$16,617 ","$26,743 ",1145.70,3.81,.99,.00,.01,.497,.503,23,1744,12.60,1.80,1118,205,976,968,995,2,.01
13,23,2081,1196,3277,1,7088,"$17,452 ","$26,501 ",1739.90,4.07,.91,.00,.08,.521,.479,29,1657,14.90,3.60,1687,315,1854,1714,1467,2,.09
13,24,756,629,1385,1,2605,"$15,585 ","$25,351 ",1000.20,2.60,1.00,.00,.00,.499,.501,22,1100,13.20,2.20,675,128,588,635,556,2,.00
13,25,2135,1873,4008,1,8182,"$17,176 ","$30,081 ",682.50,11.99,.99,.00,.01,.498,.502,24,3663,10.60,5.50,2408,462,2293,1559,1524,2,.01
13,26,1668,876,2544,1,5131,"$15,645 ","$22,355 ",1016.00,5.05,.94,.00,.06,.486,.514,29,2211,20.80,4.00,1424,216,1209,1015,1208,2,.06
13,27,704,580,1284,1,2532,"$19,537 ","$29,667 ",1813.10,1.40,.97,.00,.02,.487,.513,18,760,12.60,4.20,853,129,691,416,392,2,.03
13,28,1209,1549,2758,1,5327,"$14,203 ","$26,827 ",511.20,10.42,.99,.00,.01,.494,.506,22,2386,12.40,3.60,1508,304,1241,1045,1125,2,.01
13,29,1373,1130,2503,1,4187,"$16,008 ","$25,553 ",1436.70,2.91,.99,.00,.01,.494,.506,13,990,14.40,2.60,1154,205,1015,957,874,2,.01
13,30,697,837,1534,1,2917,"$11,598 ","$27,668 ",434.70,6.71,1.00,.00,.00,.501,.499,13,868,11.40,2.40,882,177,713,621,475,2,.00
13,31,562,289,851,1,1525,"$11,973 ","$26,410 ",2670.60,.57,.97,.01,.03,.506,.494,12,368,14.40,4.20,502,88,457,280,210,2,.03
13,32,5306,2960,8266,1,15503,"$21,828 ","$37,702 ",741.00,20.92,.92,.00,.08,.476,.524,34,5827,10.00,2.70,4568,974,5006,2999,1955,2,.08
13,33,1757,2208,3965,1,8100,"$15,774 ","$26,158 ",813.00,9.96,.99,.00,.01,.494,.506,34,5198,13.10,3.10,2019,398,1831,1780,2066,2,.01
13,34,512,420,932,1,1673,"$15,685 ","$27,174 ",861.10,1.94,.96,.00,.04,.478,.522,7,590,15.80,3.10,435,66,411,356,388,2,.04
13,35,565,551,1116,1,2901,"$10,652 ","$22,507 ",1869.30,1.55,.56,.00,.44,.497,.503,11,395,35.20,6.50,1089,219,742,543,316,2,.44
13,36,742,675,1417,1,2327,"$18,168 ","$24,691 ",530.30,4.39,.99,.00,.01,.494,.506,11,1189,13.90,3.70,606,110,559,520,591,2,.01
13,37,361,385,746,1,1295,"$21,727 ","$28,493 ",970.60,1.33,.99,.00,.01,.518,.482,9,548,12.90,3.90,359,71,344,288,229,2,.01
13,38,1336,1685,3021,1,5800,"$16,417 ","$26,272 ",838.40,6.92,1.00,.00,.00,.486,.514,30,3528,11.40,3.40,1506,271,1405,1219,1382,2,.00
13,39,2751,2365,5116,1,10681,"$18,246 ","$31,432 ",563.30,18.96,.99,.00,.01,.488,.512,24,4165,11.00,3.40,2672,1476,2771,1813,1906,2,.01
13,40,5859,3360,9219,1,22346,"$18,021 ","$31,993 ",800.10,27.93,.95,.00,.05,.493,.507,36,4688,11.10,3.40,5955,2493,6548,3974,3077,2,.05
13,41,3485,4268,7753,1,17612,"$20,207 ","$40,013 ",578.10,30.47,.99,.00,.01,.500,.500,28,5101,6.20,2.00,5237,1056,5332,3138,2205,1,.01
13,42,922,622,1544,1,3823,"$15,968 ","$26,854 ",1640.10,2.33,.70,.00,.30,.505,.495,16,867,22.00,4.70,1299,262,998,754,461,2,.30
13,43,1076,1062,2138,1,5783,"$15,084 ","$27,823 ",574.60,10.06,.99,.00,.01,.491,.509,26,2572,12.20,3.00,1602,308,1402,1166,1300,2,.01
13,44,1318,1481,2799,1,3010,"$13,722 ","$20,249 ",1137.00,2.65,1.00,.00,.00,.487,.513,16,2160,15.10,2.10,713,128,671,780,764,2,.00
13,45,816,810,1626,1,4682,"$17,608 ","$24,300 ",838.90,5.58,.94,.00,.06,.500,.500,25,2640,14.10,3.50,1249,255,1153,1037,1046,2,.06
13,46,4836,3475,8311,1,22842,"$17,914 ","$32,243 ",3470.80,6.58,.93,.03,.05,.515,.485,41,3326,10.30,3.70,7322,2007,7479,3577,2495,2,.07
13,47,525,382,907,1,2005,"$12,275 ","$19,763 ",1306.60,1.53,.52,.00,.48,.499,.501,14,460,39.10,8.50,773,147,520,374,271,2,.48
13,48,714,831,1545,1,3036,"$14,625 ","$23,705 ",570.40,5.32,.99,.00,.01,.501,.499,15,1204,16.40,5.40,828,165,710,612,745,2,.01
13,49,26596,31870,58466,1,139085,"$23,823 ","$37,378 ",809.20,171.88,.96,.01,.03,.483,.517,141,42316,8.20,2.40,36295,15301,46168,24450,15342,1,.04
13,50,1460,1366,2826,1,6587,"$17,915 ","$31,095 ",519.70,12.67,.91,.00,.09,.502,.498,20,2452,11.30,6.00,2034,408,1763,1246,1120,2,.09
13,51,18521,14725,33246,1,87022,"$19,760 ","$33,779 ",2776.40,31.34,.87,.02,.11,.494,.506,90,19917,13.60,3.40,24976,9318,27941,15115,9085,1,.13
13,52,1106,730,1836,1,3664,"$17,746 ","$23,220 ",2871.80,1.28,.98,.00,.02,.501,.499,26,1752,16.40,2.30,947,167,1026,787,821,2,.02
13,53,1113,644,1757,1,3010,"$19,229 ","$28,575 ",866.50,3.47,.99,.00,.01,.489,.511,13,969,13.50,4.30,832,141,747,665,697,2,.01
13,54,2415,1513,3928,1,9804,"$13,944 ","$22,821 ",1101.30,8.90,.76,.00,.24,.503,.497,41,4451,22.40,5.40,3016,643,2347,1997,1769,2,.24
13,55,863,650,1513,1,2765,"$14,952 ","$25,100 ",569.00,4.86,.99,.00,.01,.510,.490,14,802,13.40,3.40,779,146,698,595,542,2,.01
13,56,710,529,1239,1,11604,"$8,846 ","$18,070 ",2094.00,5.54,.05,.00,.95,.499,.501,41,1279,46.70,15.80,5363,1262,2595,1489,558,2,.95
13,57,2150,1694,3844,1,7804,"$19,589 ","$25,538 ",1504.00,5.19,.99,.00,.01,.486,.514,34,3012,14.40,3.10,2112,493,2137,1639,1452,2,.01
13,58,899,486,1385,1,2835,"$15,853 ","$32,478 ",1443.40,1.96,.93,.00,.07,.499,.501,4,189,9.40,3.60,844,181,770,596,280,2,.07
13,59,609,408,1017,1,1553,"$24,420 ","$31,264 ",1007.00,1.54,.99,.00,.01,.514,.486,7,617,8.70,3.20,426,95,422,376,229,2,.01
13,60,769,634,1403,1,9145,"$8,523 ","$18,991 ",1388.20,6.59,.17,.00,.83,.495,.505,21,568,44.90,10.80,4217,848,2220,1156,500,2,.83
13,61,1944,1186,3130,1,6872,"$15,346 ","$25,619 ",1613.60,4.26,.90,.00,.10,.497,.503,26,1933,19.30,3.30,2094,418,1779,1401,1208,2,.10
13,62,1868,2166,4034,1,8589,"$16,524 ","$27,510 ",616.90,13.92,.99,.00,.01,.490,.510,43,5542,10.40,3.40,2263,421,2156,1777,1933,2,.01
13,63,3212,1787,4999,1,11234,"$24,694 ","$35,889 ",460.40,24.40,.98,.00,.01,.496,.504,26,3759,8.50,3.90,3214,722,3162,2188,1770,2,.02
13,64,1708,1083,2791,1,5841,"$17,105 ","$25,694 ",707.80,8.25,.91,.00,.09,.481,.519,24,3060,18.00,3.90,1534,316,1446,1393,1110,2,.09
13,65,4788,3856,8644,1,20846,"$18,730 ","$30,567 ",521.60,39.97,.96,.01,.03,.496,.504,32,5378,11.60,1.80,5263,2057,6236,4006,3008,2,.04
13,66,550,254,804,1,2227,"$9,064 ","$19,031 ",1962.50,1.13,.35,.00,.64,.498,.502,15,327,46.60,7.90,963,166,526,371,158,2,.65
14,1,7367,5166,12533,2,29599,"$18,707 ","$30,992 ",563.40,52.54,.97,.01,.02,.485,.515,44,11868,10.00,2.90,7320,3124,8675,5518,4962,2,.03
14,2,2034,1569,3603,2,7786,"$16,605 ","$25,066 ",857.10,9.08,1.00,.00,.00,.491,.509,29,3410,13.90,3.30,2372,381,2029,1478,1526,2,.00
14,3,124,128,252,2,457,"$11,490 ","$23,161 ",715.40,.64,.98,.01,.01,.495,.505,2,206,12.40,4.50,117,20,123,115,82,2,.02
14,4,232,223,455,2,838,"$12,672 ","$30,634 ",746.30,1.12,.96,.01,.03,.501,.499,2,126,13.70,2.60,248,43,231,197,119,2,.04
14,5,225,214,439,2,660,"$13,170 ","$24,851 ",710.80,.93,1.00,.00,.00,.489,.511,5,230,11.60,3.50,192,36,163,165,104,2,.00
14,6,1521,1516,3037,2,6580,"$17,309 ","$28,500 ",686.70,9.58,.99,.00,.01,.501,.499,25,2354,11.30,2.10,1910,334,1697,1301,1338,2,.01
14,7,3558,2018,5576,2,12972,"$18,076 ","$33,959 ",1075.40,12.06,.91,.00,.09,.492,.508,25,3696,10.70,3.70,4175,768,4103,2139,1787,2,.09
14,8,840,628,1468,2,2748,"$15,617 ","$20,501 ",540.10,5.09,.99,.00,.01,.497,.503,17,953,13.70,2.80,740,89,666,580,673,2,.01
14,9,975,790,1765,2,3666,"$15,481 ","$22,973 ",1221.40,3.00,.99,.00,.01,.483,.517,11,1221,13.50,3.30,976,182,934,771,803,2,.01
14,10,10104,6727,16831,2,38418,"$16,805 ","$30,821 ",968.10,39.68,.95,.00,.04,.488,.512,66,11849,11.10,3.30,9817,7344,10808,5847,4602,2,.05
14,11,2363,1370,3733,2,7850,"$16,163 ","$26,503 ",492.80,15.93,.98,.00,.02,.484,.516,24,4435,13.30,4.90,2097,417,1993,1669,1674,2,.02
14,12,2522,1304,3826,2,8653,"$17,657 ","$29,651 ",583.60,14.83,.99,.00,.01,.498,.502,26,1451,8.90,3.10,2420,524,2244,1730,1735,2,.01
14,13,6400,3272,9672,2,22064,"$17,632 ","$34,440 ",559.30,39.45,.98,.00,.02,.500,.500,42,5460,8.50,4.80,6359,1721,6748,4402,2834,1,.02
14,14,2500,1843,4343,2,10094,"$16,456 ","$27,347 ",740.30,13.64,1.00,.00,.00,.497,.503,27,2799,9.90,3.30,3111,631,2529,1920,1903,2,.00
14,15,1141,813,1954,2,4293,"$18,408 ","$28,696 ",894.50,4.80,.98,.00,.02,.491,.509,16,1749,11.10,2.90,1236,199,1160,870,828,2,.02
14,16,1592,1176,2768,2,6371,"$14,320 ","$24,281 ",5960.70,1.07,.96,.00,.03,.496,.504,26,1790,15.40,2.90,1787,349,1769,1371,1095,2,.04
14,17,2576,1485,4061,2,9521,"$17,446 ","$29,447 ",1196.40,7.96,.95,.00,.05,.484,.516,31,4125,10.80,2.60,2608,637,2619,1904,1753,2,.05
14,18,1898,1554,3452,2,7182,"$19,935 ","$30,611 ",573.10,12.53,.99,.00,.01,.488,.512,32,3579,10.70,3.00,1949,397,1943,1491,1402,2,.01
14,19,2505,1395,3900,2,9448,"$19,200 ","$27,804 ",413.20,22.87,.97,.00,.03,.495,.505,20,2352,10.20,2.60,2582,645,2469,1743,2009,2,.03
14,20,2521,1942,4463,2,9994,"$25,737 ","$28,987 ",572.00,17.47,.99,.00,.00,.498,.502,28,4784,8.70,2.50,2789,628,2516,2054,2007,2,.01
14,21,2787,2318,5105,2,12371,"$17,221 ","$26,330 ",2575.80,4.80,.98,.00,.01,.485,.515,51,4603,13.70,3.00,3376,618,3125,2632,2620,2,.02
14,22,4292,1862,6154,2,17162,"$15,834 ","$30,139 ",264.00,65.01,.88,.01,.11,.496,.504,21,3937,11.40,4.40,5229,1575,5296,3064,1998,1,.12
14,23,2339,1596,3935,2,8843,"$13,559 ","$23,232 ",1396.30,6.33,.93,.01,.06,.491,.509,23,2336,18.20,2.70,2208,1663,2116,1467,1389,2,.07
14,24,4749,3549,8298,2,21921,"$16,738 ","$28,523 ",1012.90,21.64,.95,.00,.04,.489,.511,51,8882,11.90,5.00,6209,1452,6265,4479,3516,2,.05
14,25,592,503,1095,2,2192,"$18,145 ","$27,346 ",439.90,4.98,.94,.00,.06,.495,.505,10,1356,7.60,2.90,576,115,554,439,508,2,.06
14,26,1668,1231,2899,2,6209,"$18,227 ","$27,110 ",476.40,13.03,1.00,.00,.00,.494,.506,26,3790,10.50,3.50,1749,401,1633,1210,1216,2,.00
14,27,9725,5723,15448,2,34592,"$17,627 ","$31,041 ",534.50,64.72,.98,.00,.01,.479,.521,53,13557,10.20,4.50,8950,3050,9481,6998,6113,2,.02
14,28,128940,64596,193536,2,425310,"$22,705 ","$34,426 ",331.00,1284.92,.84,.11,.05,.482,.518,285,86739,12.30,4.00,114160,43895,141987,76802,48466,1,.16
14,29,659,524,1183,2,2460,"$21,117 ","$27,720 ",919.90,2.67,.99,.00,.01,.483,.517,11,1102,8.90,1.50,608,142,648,480,582,2,.01
14,30,1934,1377,3311,2,7034,"$23,719 ","$30,789 ",576.50,12.20,.99,.00,.01,.487,.513,24,2965,9.00,2.70,1852,374,1862,1422,1524,2,.01
14,31,1073,811,1884,2,3924,"$15,634 ","$25,209 ",575.90,6.81,.99,.00,.01,.479,.521,22,2279,11.10,2.60,916,183,943,859,1023,2,.01
